Sequence,Location,position,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,Notes
308,103,L,G1,BB_186,5,,,,,,,,,,,
308,103,R,G2,BB_209,1,,,,,,,,,,,
308,103,R,G2,BB_209,2,,,,,,,,,,,
308,103,R,G2,BB_209,3,,,,,,,,,,,
308,103,R,G2,BB_209,4,,,,,,,,,,,
308,103,R,G2,BB_209,5,,,,,,,,,,,
309,103,L,G2,BB_020,1,,,,,,,,,,,
309,103,L,G2,BB_020,2,,,,,,,,,,,
309,103,L,G2,BB_020,3,,,,,,,,,,,
309,103,L,G2,BB_020,4,,,,,,,,,,,
309,103,L,G2,BB_020,5,,,,,,,,,,,
309,103,R,G2,BB_149,1,,,,,,,,,,,
309,103,R,G2,BB_149,2,,,,,,,,,,,
309,103,R,G2,BB_149,3,,,,,,,,,,,
309,103,R,G2,BB_149,4,,,,,,,,,,,
309,103,R,G2,BB_149,5,,,,,,,,,,,
310,104,L,G1,BB_200,1,,,,,,,,,,,
310,104,L,G1,BB_200,2,,,,,,,,,,,
310,104,L,G1,BB_200,3,,,,,,,,,,,
310,104,L,G1,BB_200,4,,,,,,,,,,,
310,104,L,G1,BB_200,5,,,,,,,,,,,
310,104,R,G1,BB_008,1,,,,,,,,,,,
310,104,R,G1,BB_008,2,,,,,,,,,,,
310,104,R,G1,BB_008,3,,,,,,,,,,,
310,104,R,G1,BB_008,4,,,,,,,,,,,
310,104,R,G1,BB_008,5,,,,,,,,,,,
311,104,L,G1,BB_148,1,,,,,,,,,,,
311,104,L,G1,BB_148,2,,,,,,,,,,,
311,104,L,G1,BB_148,3,,,,,,,,,,,
311,104,L,G1,BB_148,4,,,,,,,,,,,
311,104,L,G1,BB_148,5,,,,,,,,,,,
311,104,R,G1,BB_195,1,,,,,,,,,,,
311,104,R,G1,BB_195,2,,,,,,,,,,,
311,104,R,G1,BB_195,3,,,,,,,,,,,
311,104,R,G1,BB_195,4,,,,,,,,,,,
311,104,R,G1,BB_195,5,,,,,,,,,,,
312,104,L,G1,BB_204,1,,,,,,,,,,,
312,104,L,G1,BB_204,2,,,,,,,,,,,
312,104,L,G1,BB_204,3,,,,,,,,,,,
312,104,L,G1,BB_204,4,,,,,,,,,,,
312,104,L,G1,BB_204,5,,,,,,,,,,,
312,104,R,G2,BB_080,1,,,,,,,,,,,
312,104,R,G2,BB_080,2,,,,,,,,,,,
312,104,R,G2,BB_080,3,,,,,,,,,,,
312,104,R,G2,BB_080,4,,,,,,,,,,,
312,104,R,G2,BB_080,5,,,,,,,,,,,
313,105,L,G1,BB_068,1,,,,,,,,,,,
313,105,L,G1,BB_068,2,,,,,,,,,,,
313,105,L,G1,BB_068,3,,,,,,,,,,,
313,105,L,G1,BB_068,4,,,,,,,,,,,
313,105,L,G1,BB_068,5,,,,,,,,,,,
313,105,R,G2,BB_045,1,,,,,,,,,,,
313,105,R,G2,BB_045,2,,,,,,,,,,,
313,105,R,G2,BB_045,3,,,,,,,,,,,
313,105,R,G2,BB_045,4,,,,,,,,,,,
313,105,R,G2,BB_045,5,,,,,,,,,,,
314,105,L,G1,BB_109,1,,,,,,,,,,,
314,105,L,G1,BB_109,2,,,,,,,,,,,
314,105,L,G1,BB_109,3,,,,,,,,,,,
314,105,L,G1,BB_109,4,,,,,,,,,,,
314,105,L,G1,BB_109,5,,,,,,,,,,,
314,105,R,G1,BB_101,1,,,,,,,,,,,
314,105,R,G1,BB_101,2,,,,,,,,,,,
314,105,R,G1,BB_101,3,,,,,,,,,,,
314,105,R,G1,BB_101,4,,,,,,,,,,,
314,105,R,G1,BB_101,5,,,,,,,,,,,
315,105,L,G1,BB_123,1,,,,,,,,,,,
315,105,L,G1,BB_123,2,,,,,,,,,,,
315,105,L,G1,BB_123,3,,,,,,,,,,,
315,105,L,G1,BB_123,4,,,,,,,,,,,
315,105,L,G1,BB_123,5,,,,,,,,,,,
315,105,R,G2,BB_151,1,,,,,,,,,,,
315,105,R,G2,BB_151,2,,,,,,,,,,,
315,105,R,G2,BB_151,3,,,,,,,,,,,
315,105,R,G2,BB_151,4,,,,,,,,,,,
315,105,R,G2,BB_151,5,,,,,,,,,,,
316,106,L,G1,BB_126,1,,,,,,,,,,,
316,106,L,G1,BB_126,2,,,,,,,,,,,
316,106,L,G1,BB_126,3,,,,,,,,,,,
316,106,L,G1,BB_126,4,,,,,,,,,,,
316,106,L,G1,BB_126,5,,,,,,,,,,,
316,106,R,G1,BB_042,1,,,,,,,,,,,
316,106,R,G1,BB_042,2,,,,,,,,,,,
316,106,R,G1,BB_042,3,,,,,,,,,,,
316,106,R,G1,BB_042,4,,,,,,,,,,,
316,106,R,G1,BB_042,5,,,,,,,,,,,
317,106,L,G2,BB_018,1,,,,,,,,,,,
317,106,L,G2,BB_018,2,,,,,,,,,,,
317,106,L,G2,BB_018,3,,,,,,,,,,,
317,106,L,G2,BB_018,4,,,,,,,,,,,
317,106,L,G2,BB_018,5,,,,,,,,,,,
317,106,R,G1,BB_206,1,,,,,,,,,,,
317,106,R,G1,BB_206,2,,,,,,,,,,,
317,106,R,G1,BB_206,3,,,,,,,,,,,
317,106,R,G1,BB_206,4,,,,,,,,,,,
317,106,R,G1,BB_206,5,,,,,,,,,,,
318,106,L,G1,BB_043,1,,,,,,,,,,,
318,106,L,G1,BB_043,2,,,,,,,,,,,
318,106,L,G1,BB_043,3,,,,,,,,,,,
318,106,L,G1,BB_043,4,,,,,,,,,,,
318,106,L,G1,BB_043,5,,,,,,,,,,,
318,106,R,G1,BB_118,1,,,,,,,,,,,
318,106,R,G1,BB_118,2,,,,,,,,,,,
318,106,R,G1,BB_118,3,,,,,,,,,,,
318,106,R,G1,BB_118,4,,,,,,,,,,,
318,106,R,G1,BB_118,5,,,,,,,,,,,
319,107,L,G1,BB_105,1,,,,,,,,,,,
319,107,L,G1,BB_105,2,,,,,,,,,,,
319,107,L,G1,BB_105,3,,,,,,,,,,,
319,107,L,G1,BB_105,4,,,,,,,,,,,
319,107,L,G1,BB_105,5,,,,,,,,,,,
319,107,R,G1,BB_218,1,,,,,,,,,,,
319,107,R,G1,BB_218,2,,,,,,,,,,,
319,107,R,G1,BB_218,3,,,,,,,,,,,
319,107,R,G1,BB_218,4,,,,,,,,,,,
319,107,R,G1,BB_218,5,,,,,,,,,,,
320,107,L,G1,BB_160,1,,,,,,,,,,,
320,107,L,G1,BB_160,2,,,,,,,,,,,
320,107,L,G1,BB_160,3,,,,,,,,,,,
320,107,L,G1,BB_160,4,,,,,,,,,,,
320,107,L,G1,BB_160,5,,,,,,,,,,,
320,107,R,G2,BB_111,1,,,,,,,,,,,
320,107,R,G2,BB_111,2,,,,,,,,,,,
320,107,R,G2,BB_111,3,,,,,,,,,,,
320,107,R,G2,BB_111,4,,,,,,,,,,,
320,107,R,G2,BB_111,5,,,,,,,,,,,
321,107,L,G1,BB_216,1,,,,,,,,,,,
321,107,L,G1,BB_216,2,,,,,,,,,,,
321,107,L,G1,BB_216,3,,,,,,,,,,,
321,107,L,G1,BB_216,4,,,,,,,,,,,
321,107,L,G1,BB_216,5,,,,,,,,,,,
321,107,R,G1,BB_024,1,,,,,,,,,,,
321,107,R,G1,BB_024,2,,,,,,,,,,,
321,107,R,G1,BB_024,3,,,,,,,,,,,
321,107,R,G1,BB_024,4,,,,,,,,,,,
321,107,R,G1,BB_024,5,,,,,,,,,,,
322,108,L,G1,BB_030,1,,,,,,,,,,,
322,108,L,G1,BB_030,2,,,,,,,,,,,
322,108,L,G1,BB_030,3,,,,,,,,,,,
322,108,L,G1,BB_030,4,,,,,,,,,,,
322,108,L,G1,BB_030,5,,,,,,,,,,,
322,108,R,NULL,BB_ NA,1,,,,,,,,,,,
322,108,R,NULL,BB_ NA,2,,,,,,,,,,,
322,108,R,NULL,BB_ NA,3,,,,,,,,,,,
322,108,R,NULL,BB_ NA,4,,,,,,,,,,,
322,108,R,NULL,BB_ NA,5,,,,,,,,,,,
